TREE_SCORE
36.22067745181044

PARENT_NODE	CHILD_NODE
chr14:84206174	0.9898,0.9890,0.9918,0.9851	0.9737,0.9694,0.9729,0.9647	0.0162,0.0196,0.0189,0.0204
chr14:86903421	0.9908,0.9899,0.9931,0.9863	0.9737,0.9694,0.9729,0.9647	0.0171,0.0205,0.0202,0.0216
chr14:90426224	0.9901,0.9894,0.9926,0.9855	0.9737,0.9694,0.9729,0.9647	0.0165,0.0201,0.0196,0.0208
chr14:90507455	0.7944,0.7815,0.7784,0.7719	0.9737,0.9694,0.9729,0.9647	0.1793,0.1878,0.1945,0.1927
chr14:95772558	0.9799,0.9769,0.9800,0.9720	0.9737,0.9694,0.9729,0.9647	0.0062,0.0075,0.0071,0.0073
chr14:96095744	0.9911,0.9901,0.9934,0.9864	0.9737,0.9694,0.9729,0.9647	0.0174,0.0207,0.0204,0.0217
chr15:21261285	0.4618,0.4942,0.4739,0.4458	0.5998,0.6447,0.4998,0.4477	0.1381,0.1504,0.0259,0.0019
chr15:24649231	0.9889,0.9859,0.9898,0.9833	0.9737,0.9694,0.9729,0.9647	0.0152,0.0166,0.0169,0.0186
chr15:34456649	0.9909,0.9900,0.9934,0.9863	0.9737,0.9694,0.9729,0.9647	0.0173,0.0207,0.0204,0.0216
chr15:39005665	0.9891,0.9859,0.9911,0.9842	0.9737,0.9694,0.9729,0.9647	0.0154,0.0166,0.0182,0.0196
chr15:39005671	0.9886,0.9843,0.9903,0.9831	0.9737,0.9694,0.9729,0.9647	0.0149,0.0150,0.0174,0.0184
chr15:45466280	0.9861,0.9751,0.9798,0.9756	0.9737,0.9694,0.9729,0.9647	0.0124,0.0058,0.0068,0.0109
chr15:52738603	0.9376,0.9404,0.9438,0.9408	0.9737,0.9694,0.9729,0.9647	0.0361,0.0290,0.0291,0.0239
chr15:64365297	0.9867,0.9857,0.9886,0.9817	0.9737,0.9694,0.9729,0.9647	0.0130,0.0164,0.0157,0.0170
chr15:65428923	0.9907,0.9898,0.9931,0.9862	0.9737,0.9694,0.9729,0.9647	0.0171,0.0204,0.0202,0.0215
chr15:78389023	0.9907,0.9898,0.9930,0.9861	0.9737,0.9694,0.9729,0.9647	0.0171,0.0204,0.0201,0.0214
chr15:90351167	0.9909,0.9900,0.9934,0.9862	0.9737,0.9694,0.9729,0.9647	0.0173,0.0206,0.0204,0.0215
chr15:91153775	0.9655,0.9646,0.9679,0.9577	0.9737,0.9694,0.9729,0.9647	0.0082,0.0047,0.0051,0.0069
chr15:99800158	0.8778,0.8983,0.8781,0.8190	0.9737,0.9694,0.9729,0.9647	0.0959,0.0711,0.0948,0.1457
chr16:1984069	0.9726,0.9728,0.9738,0.9656	0.9737,0.9694,0.9729,0.9647	0.0011,0.0034,0.0009,0.0009
chr16:23213377	0.9808,0.9795,0.9828,0.9738	0.9737,0.9694,0.9729,0.9647	0.0071,0.0101,0.0099,0.0091
chr16:34586765	0.3809,0.4015,0.4135,0.3794	0.5998,0.6447,0.4998,0.4477	0.2190,0.2431,0.0863,0.0683
chr16:391447	0.9878,0.9847,0.9877,0.9813	0.9737,0.9694,0.9729,0.9647	0.0142,0.0153,0.0147,0.0166
chr16:51212553	0.9817,0.9819,0.9797,0.9779	0.9737,0.9694,0.9729,0.9647	0.0080,0.0125,0.0068,0.0132
chr16:51226602	0.9902,0.9895,0.9927,0.9855	0.9737,0.9694,0.9729,0.9647	0.0166,0.0201,0.0197,0.0208
chr16:57408782	0.9909,0.9899,0.9933,0.9863	0.9737,0.9694,0.9729,0.9647	0.0173,0.0206,0.0204,0.0216
chr16:66703576	0.9910,0.9902,0.9933,0.9865	0.9737,0.9694,0.9729,0.9647	0.0173,0.0208,0.0204,0.0218
chr16:816053	0.9908,0.9900,0.9933,0.9863	0.9737,0.9694,0.9729,0.9647	0.0172,0.0207,0.0203,0.0216
chr18:11960260	0.4249,0.4477,0.4688,0.4022	0.5998,0.6447,0.4998,0.4477	0.1749,0.1970,0.0310,0.0454
chr18:14780109	0.8549,0.8108,0.8091,0.8058	0.9737,0.9694,0.9729,0.9647	0.1188,0.1586,0.1638,0.1589
chr18:14780117	0.8341,0.7871,0.7893,0.7830	0.9737,0.9694,0.9729,0.9647	0.1396,0.1823,0.1836,0.1817
chr18:3428779	0.9911,0.9901,0.9934,0.9864	0.9737,0.9694,0.9729,0.9647	0.0174,0.0207,0.0205,0.0217
chr18:37304690	0.9903,0.9891,0.9925,0.9853	0.9737,0.9694,0.9729,0.9647	0.0166,0.0197,0.0196,0.0206
chr18:37352943	0.9908,0.9900,0.9933,0.9863	0.9737,0.9694,0.9729,0.9647	0.0172,0.0206,0.0204,0.0216
chr18:3867462	0.9907,0.9896,0.9931,0.9860	0.9737,0.9694,0.9729,0.9647	0.0170,0.0203,0.0201,0.0213
chr18:49341256	0.9901,0.9894,0.9928,0.9853	0.9737,0.9694,0.9729,0.9647	0.0164,0.0201,0.0198,0.0206
chr18:7146523	0.9756,0.9737,0.9781,0.9630	0.9737,0.9694,0.9729,0.9647	0.0019,0.0043,0.0051,0.0017
chr18:7151746	0.9895,0.9882,0.9917,0.9847	0.9737,0.9694,0.9729,0.9647	0.0158,0.0188,0.0188,0.0200
chr19:12572649	0.9886,0.9877,0.9911,0.9839	0.9737,0.9694,0.9729,0.9647	0.0149,0.0184,0.0181,0.0192
chr19:37293700	0.4014,0.4117,0.3762,0.3500	0.5998,0.6447,0.4998,0.4477	0.1984,0.2330,0.1236,0.0976
chr19:41960942	0.9872,0.9865,0.9897,0.9824	0.9737,0.9694,0.9729,0.9647	0.0135,0.0171,0.0168,0.0177
chr19:43415656	0.9908,0.9898,0.9930,0.9861	0.9737,0.9694,0.9729,0.9647	0.0171,0.0205,0.0200,0.0214
chr19:44488331	0.4779,0.4929,0.4625,0.4744	0.5998,0.6447,0.4998,0.4477	0.1219,0.1518,0.0373,0.0268
chr19:47010000	0.8747,0.8450,0.8141,0.8519	0.9737,0.9694,0.9729,0.9647	0.0990,0.1244,0.1588,0.1128
chr19:53585657	0.9904,0.9894,0.9926,0.9860	0.9737,0.9694,0.9729,0.9647	0.0168,0.0201,0.0197,0.0213
chr19:53585664	0.9907,0.9897,0.9930,0.9861	0.9737,0.9694,0.9729,0.9647	0.0170,0.0204,0.0201,0.0214
chr19:54243000	0.4861,0.5179,0.4884,0.4749	0.5998,0.6447,0.4998,0.4477	0.1138,0.1268,0.0114,0.0272
chr19:54384040	0.9908,0.9899,0.9932,0.9862	0.9737,0.9694,0.9729,0.9647	0.0172,0.0206,0.0203,0.0215
chr19:54384045	0.9908,0.9899,0.9932,0.9863	0.9737,0.9694,0.9729,0.9647	0.0172,0.0206,0.0203,0.0216
chr19:54725994	0.4711,0.5242,0.4759,0.4456	0.5998,0.6447,0.4998,0.4477	0.1287,0.1205,0.0239,0.0020
chr19:54725995	0.4747,0.5273,0.4795,0.4493	0.5998,0.6447,0.4998,0.4477	0.1252,0.1174,0.0203,0.0017
chr19:54957917	0.9903,0.9888,0.9923,0.9855	0.9737,0.9694,0.9729,0.9647	0.0167,0.0194,0.0193,0.0208
chr19:55565626	0.9795,0.9681,0.9746,0.9705	0.9737,0.9694,0.9729,0.9647	0.0059,0.0013,0.0017,0.0058
chr19:55870384	0.9906,0.9899,0.9930,0.9859	0.9737,0.9694,0.9729,0.9647	0.0169,0.0205,0.0201,0.0212
chr19:58354221	0.9906,0.9897,0.9929,0.9860	0.9737,0.9694,0.9729,0.9647	0.0169,0.0204,0.0199,0.0213
chr19:7450989	0.9076,0.9322,0.9238,0.7900	0.9737,0.9694,0.9729,0.9647	0.0661,0.0372,0.0491,0.1747
chr19:8882973	0.3886,0.4066,0.3688,0.3439	0.5998,0.6447,0.4998,0.4477	0.2112,0.2381,0.1310,0.1037
chr19:8882983	0.3886,0.4067,0.3688,0.3445	0.5998,0.6447,0.4998,0.4477	0.2113,0.2380,0.1310,0.1031
chr1:106476506	0.9909,0.9901,0.9933,0.9863	0.9737,0.9694,0.9729,0.9647	0.0172,0.0207,0.0204,0.0216
chr1:115445146	0.9373,0.9283,0.9288,0.9185	0.9737,0.9694,0.9729,0.9647	0.0364,0.0410,0.0441,0.0462
chr1:133483	0.9662,0.9685,0.9712,0.9601	0.9737,0.9694,0.9729,0.9647	0.0075,0.0008,0.0017,0.0046
chr1:147082237	0.8359,0.8191,0.8227,0.8337	0.9737,0.9694,0.9729,0.9647	0.1378,0.1502,0.1503,0.1310
chr1:14777303	0.9898,0.9884,0.9919,0.9854	0.9737,0.9694,0.9729,0.9647	0.0162,0.0190,0.0189,0.0208
chr1:149554864	0.3977,0.4213,0.4254,0.3769	0.5998,0.6447,0.4998,0.4477	0.2021,0.2233,0.0744,0.0707
chr1:154425677	0.9907,0.9897,0.9931,0.9860	0.9737,0.9694,0.9729,0.9647	0.0170,0.0204,0.0201,0.0213
chr1:154914041	0.9602,0.9670,0.9600,0.9538	0.9737,0.9694,0.9729,0.9647	0.0135,0.0023,0.0129,0.0109
chr1:162180479	0.9903,0.9896,0.9929,0.9857	0.9737,0.9694,0.9729,0.9647	0.0167,0.0202,0.0199,0.0210
chr1:16621258	0.4983,0.5184,0.5079,0.4934	0.5998,0.6447,0.4998,0.4477	0.1016,0.1263,0.0081,0.0457
chr1:16720579	0.9910,0.9901,0.9934,0.9865	0.9737,0.9694,0.9729,0.9647	0.0174,0.0208,0.0205,0.0218
chr1:1752730	0.9876,0.9869,0.9898,0.9829	0.9737,0.9694,0.9729,0.9647	0.0139,0.0175,0.0168,0.0182
chr1:178555625	0.3970,0.4158,0.4211,0.3689	0.5998,0.6447,0.4998,0.4477	0.2028,0.2289,0.0787,0.0787
chr1:179453383	0.9602,0.9562,0.9580,0.9559	0.9737,0.9694,0.9729,0.9647	0.0135,0.0132,0.0150,0.0088
chr1:19337948	0.9903,0.9892,0.9925,0.9856	0.9737,0.9694,0.9729,0.9647	0.0166,0.0199,0.0196,0.0209
chr1:217380368	0.9901,0.9891,0.9924,0.9855	0.9737,0.9694,0.9729,0.9647	0.0164,0.0197,0.0195,0.0208
chr1:229941585	0.9909,0.9901,0.9934,0.9863	0.9737,0.9694,0.9729,0.9647	0.0173,0.0207,0.0204,0.0216
chr1:23386280	0.9868,0.9856,0.9890,0.9815	0.9737,0.9694,0.9729,0.9647	0.0131,0.0163,0.0161,0.0168
chr1:245467632	0.9908,0.9899,0.9931,0.9863	0.9737,0.9694,0.9729,0.9647	0.0171,0.0206,0.0202,0.0216
chr1:45882204	0.8893,0.8800,0.8854,0.8891	0.9737,0.9694,0.9729,0.9647	0.0844,0.0894,0.0875,0.0756
chr1:52663447	0.9897,0.9887,0.9919,0.9847	0.9737,0.9694,0.9729,0.9647	0.0160,0.0193,0.0190,0.0200
chr1:52663473	0.9890,0.9880,0.9911,0.9844	0.9737,0.9694,0.9729,0.9647	0.0153,0.0186,0.0182,0.0197
chr1:52839317	0.9910,0.9897,0.9933,0.9863	0.9737,0.9694,0.9729,0.9647	0.0173,0.0203,0.0204,0.0216
chr1:55042209	0.9890,0.9888,0.9923,0.9840	0.9737,0.9694,0.9729,0.9647	0.0153,0.0195,0.0193,0.0193
chr1:63942956	0.9906,0.9896,0.9929,0.9859	0.9737,0.9694,0.9729,0.9647	0.0170,0.0203,0.0200,0.0212
chr1:6509672	0.9901,0.9890,0.9926,0.9854	0.9737,0.9694,0.9729,0.9647	0.0165,0.0197,0.0197,0.0207
chr1:65395191	0.9905,0.9898,0.9931,0.9861	0.9737,0.9694,0.9729,0.9647	0.0169,0.0204,0.0202,0.0214
chr1:6927281	0.9903,0.9895,0.9927,0.9857	0.9737,0.9694,0.9729,0.9647	0.0166,0.0201,0.0198,0.0210
chr1:6927345	0.9885,0.9880,0.9911,0.9841	0.9737,0.9694,0.9729,0.9647	0.0148,0.0186,0.0181,0.0194
chr1:73806620	0.9898,0.9864,0.9921,0.9851	0.9737,0.9694,0.9729,0.9647	0.0161,0.0171,0.0192,0.0204
chr1:91739855	0.9681,0.9650,0.9666,0.9576	0.9737,0.9694,0.9729,0.9647	0.0056,0.0044,0.0063,0.0071
chr20:12582818	0.9903,0.9895,0.9928,0.9857	0.9737,0.9694,0.9729,0.9647	0.0166,0.0201,0.0198,0.0210
chr20:18379613	0.9901,0.9885,0.9922,0.9852	0.9737,0.9694,0.9729,0.9647	0.0165,0.0191,0.0193,0.0205
chr20:36869391	0.9888,0.9871,0.9915,0.9805	0.9737,0.9694,0.9729,0.9647	0.0152,0.0177,0.0186,0.0158
chr20:37453828	0.9908,0.9900,0.9933,0.9862	0.9737,0.9694,0.9729,0.9647	0.0172,0.0206,0.0204,0.0215
chr20:46961056	0.9911,0.9901,0.9934,0.9865	0.9737,0.9694,0.9729,0.9647	0.0174,0.0207,0.0205,0.0218
chr20:47170240	0.9902,0.9890,0.9922,0.9855	0.9737,0.9694,0.9729,0.9647	0.0165,0.0196,0.0193,0.0208
chr20:49401890	0.9859,0.9859,0.9886,0.9810	0.9737,0.9694,0.9729,0.9647	0.0122,0.0165,0.0157,0.0164
chr20:50297602	0.9904,0.9875,0.9923,0.9851	0.9737,0.9694,0.9729,0.9647	0.0167,0.0182,0.0194,0.0204
chr20:63642964	0.9908,0.9900,0.9933,0.9862	0.9737,0.9694,0.9729,0.9647	0.0171,0.0206,0.0203,0.0215
chr20:8961751	0.9904,0.9894,0.9927,0.9858	0.9737,0.9694,0.9729,0.9647	0.0167,0.0201,0.0198,0.0211
chr22:20216474	0.9800,0.9779,0.9762,0.9745	0.9737,0.9694,0.9729,0.9647	0.0063,0.0085,0.0033,0.0098
chr22:20753893	0.9737,0.9655,0.9723,0.9643	0.9737,0.9694,0.9729,0.9647	0.0000,0.0039,0.0006,0.0003
chr22:22209167	0.9909,0.9898,0.9932,0.9860	0.9737,0.9694,0.9729,0.9647	0.0172,0.0205,0.0202,0.0213
chr22:26681111	0.9909,0.9899,0.9931,0.9861	0.9737,0.9694,0.9729,0.9647	0.0172,0.0205,0.0201,0.0214
chr22:29266247	0.9355,0.9204,0.9258,0.9139	0.9737,0.9694,0.9729,0.9647	0.0381,0.0490,0.0471,0.0508
chr22:30901860	0.9904,0.9896,0.9928,0.9857	0.9737,0.9694,0.9729,0.9647	0.0167,0.0202,0.0198,0.0210
chr22:41174067	0.9874,0.9870,0.9897,0.9822	0.9737,0.9694,0.9729,0.9647	0.0137,0.0176,0.0168,0.0175
chr22:41673692	0.9846,0.9842,0.9866,0.9800	0.9737,0.9694,0.9729,0.9647	0.0110,0.0148,0.0137,0.0153
chr22:50398967	0.9910,0.9900,0.9934,0.9865	0.9737,0.9694,0.9729,0.9647	0.0173,0.0207,0.0205,0.0218
chr2:101050122	0.9869,0.9860,0.9896,0.9825	0.9737,0.9694,0.9729,0.9647	0.0132,0.0166,0.0167,0.0178
chr2:101376012	0.9875,0.9871,0.9904,0.9828	0.9737,0.9694,0.9729,0.9647	0.0139,0.0177,0.0175,0.0181
chr2:101376014	0.9855,0.9852,0.9881,0.9804	0.9737,0.9694,0.9729,0.9647	0.0119,0.0158,0.0152,0.0157
chr2:107904011	0.8448,0.8421,0.8507,0.8267	0.9737,0.9694,0.9729,0.9647	0.1288,0.1273,0.1222,0.1380
chr2:128206157	0.9900,0.9890,0.9921,0.9856	0.9737,0.9694,0.9729,0.9647	0.0163,0.0196,0.0192,0.0209
chr2:156347963	0.9905,0.9896,0.9929,0.9859	0.9737,0.9694,0.9729,0.9647	0.0168,0.0202,0.0200,0.0212
chr2:158868366	0.4289,0.4770,0.3879,0.3678	0.5998,0.6447,0.4998,0.4477	0.1709,0.1676,0.1119,0.0799
chr2:159218388	0.9910,0.9901,0.9934,0.9865	0.9737,0.9694,0.9729,0.9647	0.0174,0.0207,0.0205,0.0218
chr2:17717059	0.8591,0.8314,0.8209,0.8232	0.9737,0.9694,0.9729,0.9647	0.1146,0.1379,0.1520,0.1415
chr2:17717082	0.8702,0.8458,0.8307,0.8317	0.9737,0.9694,0.9729,0.9647	0.1035,0.1235,0.1422,0.1330
chr2:186833156	0.9516,0.9551,0.9528,0.9430	0.9737,0.9694,0.9729,0.9647	0.0221,0.0142,0.0201,0.0217
chr2:192958423	0.9902,0.9889,0.9921,0.9853	0.9737,0.9694,0.9729,0.9647	0.0165,0.0195,0.0192,0.0206
chr2:23181709	0.9893,0.9878,0.9914,0.9846	0.9737,0.9694,0.9729,0.9647	0.0156,0.0185,0.0185,0.0199
chr2:25958872	0.9897,0.9884,0.9924,0.9849	0.9737,0.9694,0.9729,0.9647	0.0161,0.0190,0.0195,0.0202
chr2:38766635	0.9893,0.9882,0.9915,0.9844	0.9737,0.9694,0.9729,0.9647	0.0156,0.0188,0.0185,0.0197
chr2:46509234	0.9904,0.9895,0.9928,0.9856	0.9737,0.9694,0.9729,0.9647	0.0167,0.0201,0.0199,0.0210
chr2:47322149	0.9907,0.9898,0.9929,0.9861	0.9737,0.9694,0.9729,0.9647	0.0170,0.0204,0.0200,0.0214
chr2:49493019	0.9902,0.9892,0.9925,0.9854	0.9737,0.9694,0.9729,0.9647	0.0165,0.0199,0.0195,0.0207
chr2:61803166	0.9070,0.9605,0.9535,0.8966	0.9737,0.9694,0.9729,0.9647	0.0667,0.0088,0.0194,0.0681
chr2:65567536	0.8182,0.8138,0.8171,0.8230	0.9737,0.9694,0.9729,0.9647	0.1555,0.1556,0.1558,0.1417
chr2:70811037	0.9679,0.9506,0.9589,0.9539	0.9737,0.9694,0.9729,0.9647	0.0058,0.0188,0.0141,0.0108
chr2:70811077	0.9273,0.8555,0.8974,0.8762	0.9737,0.9694,0.9729,0.9647	0.0464,0.1138,0.0755,0.0885
chr2:97152034	0.9278,0.8016,0.9116,0.8566	0.9737,0.9694,0.9729,0.9647	0.0459,0.1677,0.0613,0.1081
chr2:97152109	0.9176,0.8138,0.9026,0.8433	0.9737,0.9694,0.9729,0.9647	0.0561,0.1556,0.0703,0.1214
chr3:133597121	0.9904,0.9893,0.9926,0.9857	0.9737,0.9694,0.9729,0.9647	0.0168,0.0200,0.0197,0.0211
chr3:140997392	0.9907,0.9898,0.9931,0.9858	0.9737,0.9694,0.9729,0.9647	0.0171,0.0204,0.0202,0.0212
chr3:142003366	0.9897,0.9891,0.9922,0.9848	0.9737,0.9694,0.9729,0.9647	0.0160,0.0197,0.0192,0.0201
chr3:143087470	0.9870,0.9854,0.9894,0.9820	0.9737,0.9694,0.9729,0.9647	0.0133,0.0161,0.0165,0.0173
chr3:155488444	0.9902,0.9881,0.9923,0.9859	0.9737,0.9694,0.9729,0.9647	0.0166,0.0187,0.0194,0.0212
chr3:159737038	0.9907,0.9898,0.9930,0.9861	0.9737,0.9694,0.9729,0.9647	0.0171,0.0205,0.0201,0.0214
chr3:161734873	0.9881,0.9872,0.9903,0.9828	0.9737,0.9694,0.9729,0.9647	0.0144,0.0178,0.0174,0.0181
chr3:172504929	0.9836,0.9833,0.9857,0.9779	0.9737,0.9694,0.9729,0.9647	0.0099,0.0139,0.0127,0.0132
chr3:194604073	0.9904,0.9894,0.9926,0.9858	0.9737,0.9694,0.9729,0.9647	0.0167,0.0200,0.0197,0.0211
chr3:196873353	0.9518,0.9559,0.9522,0.9014	0.9737,0.9694,0.9729,0.9647	0.0219,0.0134,0.0207,0.0633
chr6:107974088	0.9890,0.9872,0.9913,0.9833	0.9737,0.9694,0.9729,0.9647	0.0153,0.0178,0.0183,0.0187
chr6:116700425	0.9900,0.9891,0.9929,0.9858	0.9737,0.9694,0.9729,0.9647	0.0164,0.0197,0.0200,0.0211
chr6:154640580	0.9713,0.9625,0.9658,0.9594	0.9737,0.9694,0.9729,0.9647	0.0023,0.0069,0.0071,0.0053
chr6:158893575	0.9776,0.9655,0.9830,0.9699	0.9737,0.9694,0.9729,0.9647	0.0039,0.0038,0.0101,0.0053
chr6:163672279	0.9857,0.9851,0.9882,0.9811	0.9737,0.9694,0.9729,0.9647	0.0120,0.0157,0.0153,0.0164
chr6:24402811	0.9910,0.9902,0.9933,0.9864	0.9737,0.9694,0.9729,0.9647	0.0173,0.0208,0.0204,0.0217
chr6:26897701	0.4404,0.4501,0.4006,0.3765	0.5998,0.6447,0.4998,0.4477	0.1595,0.1946,0.0992,0.0712
chr6:29066518	0.9872,0.9808,0.9893,0.9796	0.9737,0.9694,0.9729,0.9647	0.0135,0.0115,0.0164,0.0149
chr6:32554488	0.5697,0.5772,0.5182,0.4963	0.5998,0.6447,0.4998,0.4477	0.0301,0.0675,0.0184,0.0486
chr6:32584627	0.9672,0.9674,0.9696,0.9608	0.9737,0.9694,0.9729,0.9647	0.0064,0.0020,0.0034,0.0039
chr6:32589877	0.3961,0.4079,0.3739,0.3465	0.5998,0.6447,0.4998,0.4477	0.2037,0.2367,0.1259,0.1012
chr6:32589880	0.3965,0.4083,0.3741,0.3469	0.5998,0.6447,0.4998,0.4477	0.2033,0.2364,0.1257,0.1008
chr6:32589913	0.3999,0.4124,0.3788,0.3514	0.5998,0.6447,0.4998,0.4477	0.1999,0.2323,0.1210,0.0963
chr6:33408938	0.9904,0.9893,0.9926,0.9857	0.9737,0.9694,0.9729,0.9647	0.0168,0.0199,0.0196,0.0210
chr6:35796793	0.9907,0.9898,0.9930,0.9861	0.9737,0.9694,0.9729,0.9647	0.0170,0.0204,0.0201,0.0214
chr6:35951090	0.4170,0.4441,0.4282,0.4051	0.5998,0.6447,0.4998,0.4477	0.1828,0.2006,0.0716,0.0425
chr6:36417304	0.9881,0.9871,0.9909,0.9833	0.9737,0.9694,0.9729,0.9647	0.0144,0.0178,0.0180,0.0186
chr6:38702151	0.9908,0.9900,0.9932,0.9863	0.9737,0.9694,0.9729,0.9647	0.0172,0.0206,0.0203,0.0216
chr6:42506147	0.9574,0.9547,0.9554,0.9468	0.9737,0.9694,0.9729,0.9647	0.0163,0.0147,0.0175,0.0179
chr6:4431011	0.9891,0.9858,0.9898,0.9835	0.9737,0.9694,0.9729,0.9647	0.0154,0.0165,0.0169,0.0188
chr6:93637205	0.9890,0.9883,0.9915,0.9843	0.9737,0.9694,0.9729,0.9647	0.0154,0.0189,0.0186,0.0196
chr7:102441839	0.9889,0.9881,0.9913,0.9843	0.9737,0.9694,0.9729,0.9647	0.0152,0.0187,0.0184,0.0196
chr7:104958001	0.9889,0.9868,0.9905,0.9839	0.9737,0.9694,0.9729,0.9647	0.0152,0.0174,0.0176,0.0192
chr7:104958032	0.9878,0.9864,0.9894,0.9832	0.9737,0.9694,0.9729,0.9647	0.0141,0.0170,0.0165,0.0185
chr7:108187699	0.9898,0.9891,0.9921,0.9853	0.9737,0.9694,0.9729,0.9647	0.0161,0.0197,0.0192,0.0206
chr7:65802215	0.9909,0.9901,0.9932,0.9862	0.9737,0.9694,0.9729,0.9647	0.0172,0.0207,0.0203,0.0215
chr7:65808081	0.9910,0.9902,0.9934,0.9863	0.9737,0.9694,0.9729,0.9647	0.0173,0.0208,0.0204,0.0217
chr7:76501400	0.4191,0.4565,0.3965,0.3690	0.5998,0.6447,0.4998,0.4477	0.1807,0.1882,0.1033,0.0787
chr8:100773258	0.9905,0.9897,0.9930,0.9857	0.9737,0.9694,0.9729,0.9647	0.0169,0.0203,0.0201,0.0210
chr8:108954548	0.9167,0.8709,0.8526,0.8676	0.9737,0.9694,0.9729,0.9647	0.0569,0.0984,0.1203,0.0971
chr8:12543824	0.9665,0.9610,0.9647,0.9593	0.9737,0.9694,0.9729,0.9647	0.0071,0.0084,0.0082,0.0053
chr8:18069739	0.4096,0.4532,0.4221,0.3951	0.5998,0.6447,0.4998,0.4477	0.1902,0.1914,0.0777,0.0526
chr8:27369609	0.9909,0.9901,0.9934,0.9864	0.9737,0.9694,0.9729,0.9647	0.0173,0.0207,0.0205,0.0217
chr8:35929004	0.9882,0.9872,0.9903,0.9834	0.9737,0.9694,0.9729,0.9647	0.0145,0.0178,0.0174,0.0187
chr8:386881	0.9902,0.9891,0.9923,0.9854	0.9737,0.9694,0.9729,0.9647	0.0165,0.0197,0.0194,0.0208
chr8:386886	0.9905,0.9895,0.9927,0.9859	0.9737,0.9694,0.9729,0.9647	0.0168,0.0201,0.0198,0.0212
chr8:386889	0.9902,0.9893,0.9924,0.9856	0.9737,0.9694,0.9729,0.9647	0.0165,0.0199,0.0194,0.0209
chr8:40491376	0.9909,0.9900,0.9933,0.9864	0.9737,0.9694,0.9729,0.9647	0.0173,0.0207,0.0204,0.0217
chr8:57209684	0.9911,0.9901,0.9935,0.9864	0.9737,0.9694,0.9729,0.9647	0.0174,0.0208,0.0205,0.0217
chr8:69697267	0.9910,0.9901,0.9934,0.9863	0.9737,0.9694,0.9729,0.9647	0.0173,0.0207,0.0205,0.0216
chr8:71020834	0.9896,0.9890,0.9916,0.9838	0.9737,0.9694,0.9729,0.9647	0.0159,0.0197,0.0187,0.0191
chr8:94475148	0.9906,0.9896,0.9932,0.9859	0.9737,0.9694,0.9729,0.9647	0.0169,0.0202,0.0202,0.0212
chr9:120953009	0.9909,0.9899,0.9932,0.9861	0.9737,0.9694,0.9729,0.9647	0.0172,0.0206,0.0202,0.0214
chr9:129830496	0.9873,0.9868,0.9899,0.9827	0.9737,0.9694,0.9729,0.9647	0.0136,0.0174,0.0169,0.0180
chr9:138152669	0.9553,0.9553,0.9581,0.9515	0.9737,0.9694,0.9729,0.9647	0.0184,0.0141,0.0148,0.0132
chr9:77535260	0.9907,0.9898,0.9931,0.9862	0.9737,0.9694,0.9729,0.9647	0.0170,0.0205,0.0202,0.0215
chr9:85698944	0.9903,0.9895,0.9926,0.9857	0.9737,0.9694,0.9729,0.9647	0.0166,0.0201,0.0196,0.0210
chr9:87816633	0.5745,0.5770,0.5378,0.4830	0.5998,0.6447,0.4998,0.4477	0.0253,0.0677,0.0380,0.0353
chr9:94293662	0.9907,0.9899,0.9931,0.9862	0.9737,0.9694,0.9729,0.9647	0.0171,0.0205,0.0201,0.0215
chr9:95714915	0.9573,0.9583,0.9624,0.9486	0.9737,0.9694,0.9729,0.9647	0.0164,0.0110,0.0106,0.0161
